Date,Maximum_temp,Mean_temp,Minimum_temp,cloud_cover,sunshine,global_radiation,snow_depth,Pressure,Precipitation
20000101,10.8,7,4.9,7,0.4,18,0,102450,0
20000102,11.5,7.9,5,7,0.7,20,0,102530,0.2
20000103,9.5,9.4,7.2,8,0,13,0,101860,6
20000104,11,7,4.4,5,2.9,34,0,101480,0.2
20000105,10.8,6.4,1.9,5,1.3,25,0,101420,0.8
20000106,11,8.9,7,6,0.6,20,0,101270,0
20000107,9.2,7.2,3.4,6,2.2,31,0,101720,2
20000108,7.2,7.4,5.7,4,6.4,52,0,101650,0
20000109,7.8,3.2,-0.7,0,7.1,55,0,102760,0.2
20000110,10.2,2.2,-3.3,5,3.7,40,0,103470,0
20000111,8.2,5.4,0.6,7,0.1,16,0,103240,0
20000112,5,8,7.8,7,0,14,0,102340,2.8
20000113,6.3,3.8,2.7,7,0,14,0,101540,0.2
20000114,6.7,2.9,-0.5,6,4.2,45,0,102330,0.3
20000115,7.2,4.6,2.6,6,0.9,25,0,103640,0
20000116,8.6,4.7,2.2,6,3.9,44,0,104050,0
20000117,8.4,4.4,0.3,5,3.8,44,0,103790,0
20000118,7.3,4.8,1.2,6,0,15,0,103540,0.2
20000119,5.3,5.4,3.6,6,0.6,24,0,103700,0
20000120,9.2,1.6,-2.2,6,0,16,0,103490,0
20000121,7.8,5,0.7,5,6.2,59,0,103280,0.2
20000122,7.3,5.2,2.6,5,2.1,36,0,102070,1.2
20000123,5.8,4,0.8,5,5.4,57,0,102420,0
20000124,3.7,3.1,0.4,5,6,61,0,102540,0
20000125,6.1,0.5,-2.7,6,0.8,28,0,102940,0
20000126,5.2,3.2,0.2,3,7.2,68,0,103270,0
20000127,10.8,0.8,-3.5,0,8.1,74,0,102970,0
20000128,13.5,4.5,-1.8,7,0.1,20,0,101480,2.2
20000129,12.9,8.4,3.4,7,3.3,49,0,100030,0
20000130,12.7,11.6,10.4,7,0.3,24,0,101290,0
20000131,10.7,11.5,10.3,7,0.3,25,0,102010,0
20000201,10.6,9.9,9.1,8,0,19,0,101520,9.8
20000202,9.3,8.2,5.8,4,6.9,74,0,102110,0
20000203,11,6,2.7,7,0.5,28,0,103320,0
20000204,11.6,7.8,4.7,7,0,20,0,103190,0
20000205,12.1,9.4,7.3,7,1.8,42,0,102630,0
20000206,11,9.6,7.2,8,0.1,24,0,101590,1.8
20000207,13.8,8,5,6,0,21,0,101040,3.8
20000208,10.6,10.4,7,5,3.6,59,0,100610,2.2
20000209,10.1,6.8,2.9,5,2.6,52,0,102220,0.6
20000210,10.4,8,5.9,5,2,48,0,101550,3
20000211,9.6,5.2,-0.1,3,6.2,80,0,102720,3.8
20000212,9.9,6.4,3.2,6,3.4,61,0,101780,0.8
20000213,10.2,7.4,4.8,3,8.5,97,0,102020,0
20000214,8.6,4.6,-1.1,5,1.2,43,0,101950,1.8
20000215,8,5.4,2.3,6,2.2,53,0,101320,1.2
20000216,9.6,4.7,1.4,3,7.8,97,0,100430,0
20000217,11,6,2.3,6,7.2,94,0,101050,2.2
20000218,9.1,7,3.1,6,3.5,68,0,100280,0.2
20000219,8.7,7.6,6.1,5,5.2,82,0,101530,0.2
20000220,10,3.8,-1,4,8.2,105,0,102960,0.6
20000221,9.5,5.8,1.5,6,5.9,90,0,102660,0
20000222,11.7,4.6,-0.3,6,3.7,73,0,102380,0
20000223,11.2,7.8,3.9,8,0.1,32,0,102050,0
20000224,10,9.4,7.6,8,1.5,54,0,102040,16.8
20000225,10.6,6.1,2.2,2,9.3,121,0,102750,0
20000226,13,5.2,-0.3,6,6.4,101,0,102870,0
20000227,10.4,8.6,4.2,8,0,31,0,101560,5.2
20000228,10.1,8.6,6.8,5,4.6,88,0,100980,2.6
20000229,9.3,7.8,5.5,7,0.1,35,0,100080,5.6
20000301,11.2,5.4,1.6,3,6.9,121,0,100990,0.2
20000302,10.8,5.8,0.3,7,0.1,40,0,101640,7.2
20000303,7.8,8,5.2,6,5.9,115,0,100740,0.2
20000304,10.4,4.3,0.8,3,9.1,145,0,102710,0
20000305,11.5,5,-0.3,6,6,119,0,103220,0
20000306,13.8,8.2,4.9,8,0,38,0,102670,0
20000307,14.6,11,8.2,7,2,76,0,102360,0
20000308,16.6,12.4,10.3,7,0,39,0,102250,0
20000309,14.2,13.9,11.2,7,3.1,93,0,102540,0
20000310,13.6,12.5,10.8,7,2.7,89,0,102650,0
20000311,14.5,10.5,7.4,7,5.7,125,0,102240,0
20000312,15,8.7,2.9,5,8.9,158,0,102640,0
20000313,13,10,4.9,6,1,67,0,102630,0
20000314,12.7,10.8,8.5,7,2.2,87,0,102480,0
20000315,12.2,7.6,2.6,2,9.9,173,0,103400,0
20000316,10.6,8,3.9,6,0.1,49,0,103440,0
20000317,10.8,9.4,8.3,8,0,45,0,103420,0
20000318,12.5,9.2,7.5,5,6.8,147,0,103590,0
20000319,13.9,7.5,2.5,4,8.8,170,0,103620,0
20000320,14.3,7.8,1.7,6,2.3,94,0,103020,0
20000321,15.5,9,3.7,5,7.5,160,0,102220,0
20000322,14.8,9.5,3.5,6,4.4,125,0,101640,0
20000323,14.1,10,5.3,8,0,49,0,101030,1.6
20000324,12.3,10.9,7.7,6,5,136,0,100640,0.2
20000325,11.2,9.1,5.9,4,6.7,157,0,100960,2.6
20000326,10.2,6.4,1.6,4,6.5,157,0,100760,0.8
20000327,8.2,7.1,4,6,6.1,153,0,101450,2
20000328,7.1,6.2,4.3,7,0.3,64,0,102100,1.2
20000329,8.2,5.4,3.7,8,0,53,0,101770,0
20000330,10,6.6,5,8,0,53,0,101470,0
20000331,11.8,7.5,5,7,2.4,108,0,100740,0
20000401,13.7,6.8,1.7,7,2.8,115,0,100090,0.6
20000402,9.1,10.4,7.1,8,0.6,75,0,99700,16
20000403,6,8.6,8.2,8,0,56,0,98940,17.2
20000404,10.1,4,1.9,8,0,56,0,99880,1.2
20000405,10.9,6.4,2.7,6,5.9,164,0,101690,0
20000406,14.9,5.8,0.7,1,12,237,0,103040,0
20000407,17.3,8.6,2.3,2,10.9,226,0,103260,0
20000408,14.7,9.6,2,4,11.2,232,0,102330,3.6
20000409,12.4,10.6,6.4,5,9.6,215,0,101420,0
20000410,7.1,8,3.6,2,10.6,228,0,101410,0.6
20000411,6.6,5.2,3.4,7,0,61,0,99310,6
20000412,9.2,4.2,1.8,8,0,61,0,98410,6.4
20000413,10.2,6.4,3.6,7,2.2,117,0,99090,1.8
20000414,8.4,7.1,4,7,1,94,0,99930,11.8
20000415,12.8,5.8,3.2,8,0,63,0,99450,1.8
20000416,11.9,6.6,0.3,5,7.7,202,0,99560,2.6
20000417,12.2,9.1,6.3,5,4.9,165,0,99330,5.6
20000418,16.1,9,5.8,7,0.6,87,0,100160,5.2
20000419,14,11.4,6.7,6,9.2,225,0,100640,2.4
20000420,15.5,12.1,10.2,8,0.3,80,0,100570,2
20000421,15.8,11.8,8.2,6,5.1,172,0,100960,0.8
20000422,14.3,11.5,7.2,6,6.9,199,0,100780,0
20000423,15.3,10.2,6.1,6,1.6,114,0,101050,0.2
20000424,16.1,10.6,5.8,6,5.9,187,0,101060,5
20000425,15.2,13,10,7,1.1,104,0,100520,3.8
20000426,16,12.3,9.4,7,4.8,173,0,100520,0.2
20000427,13.3,11.4,6.8,6,3.3,149,0,100930,0
20000428,18.7,11.6,10,8,0,70,0,100780,4.8
20000429,16.6,13.9,9.1,3,13.3,289,0,101480,0
20000430,16.6,11.6,6.5,6,4.3,168,0,102230,0
20000501,14.6,12,7.5,5,5,181,0,102420,0
20000502,11.2,11.6,8.6,6,4,166,0,102570,0.2
20000503,12.6,9.7,8.2,8,0,72,0,102430,0
20000504,20.5,10.4,8.2,7,0.1,80,0,102250,0
20000505,24.1,14,7.4,6,10,256,0,101640,0
20000506,23.3,16.4,8.6,5,11.1,271,0,101250,0
20000507,19.4,18,12.7,6,7.6,225,0,101450,0
20000508,23.4,15,10.5,6,3.9,169,0,101740,0.2
20000509,17.9,17.8,12.3,5,7.3,223,0,101780,0
20000510,17.8,15.4,13,7,0.8,106,0,101780,4.6
20000511,19.5,14.4,10.9,7,3.7,167,0,101840,2.6
20000512,24.9,14,8.5,7,4.1,175,0,102070,0
20000513,25.3,19,13,5,9.3,254,0,102150,0
20000514,26.6,18.9,12.5,5,13.4,308,0,102240,2.4
20000515,22.5,21,15.4,6,12.6,299,0,101730,0
20000516,15.9,18.8,15.2,4,11.5,286,0,101040,0
20000517,15.5,13.5,11.1,7,4,176,0,100910,4.2
20000518,14.3,11.4,7.2,5,8.2,243,0,100690,4.4
20000519,15.8,11.8,9.2,6,7.1,227,0,100850,2
20000520,16,10.4,5.1,5,6.4,217,0,101220,11.6
20000521,18.6,12.2,8.3,7,4.8,192,0,100780,1.8
20000522,14.3,13.2,7.8,5,12.1,298,0,101490,0
20000523,16.2,13,11.6,8,0,80,0,101310,2.2
20000524,16.8,12.9,9.6,7,3.8,176,0,101190,8.6
20000525,12.8,13,9.2,4,12.2,302,0,101090,0.2
20000526,14.8,11.6,10.4,8,0,81,0,100810,18.8
20000527,15.6,10.9,7,6,10.2,276,0,100570,19
20000528,17.4,10.8,5.9,7,6.4,221,0,100180,3
20000529,15.7,11.8,6.2,4,12.5,308,0,101320,0
20000530,19,12.5,9.3,6,2.3,149,0,101330,0
20000531,16.8,12.6,6.3,6,8.5,254,0,101830,1.4
20000601,18.8,14.6,12.3,8,3.3,171,0,101630,0
20000602,22.9,15.8,12.9,7,0.4,101,0,101770,0
20000603,18.1,17.5,12.1,7,8.9,262,0,101660,0
20000604,16.1,14.7,11.3,5,7.4,241,0,101690,0
20000605,18.9,13.4,10.6,7,0.1,88,0,101910,0
20000606,20.6,14.4,9.8,4,7.4,241,0,102020,0
20000607,22.4,14.6,8.7,5,11.4,297,0,102370,0
20000608,17.8,17.4,12.5,5,11,292,0,101430,0.2
20000609,20.3,16.1,14.4,5,4.1,188,0,100890,4.2
20000610,19.3,14.4,8.6,5,13,318,0,101690,0
20000611,25.1,15.3,11.3,6,8.9,264,0,101840,0
20000612,22.6,18.6,12.1,5,12.1,307,0,102370,0
20000613,22.5,18.5,14.4,7,5.8,218,0,102450,0
20000614,20.1,18.8,15.2,8,1.3,130,0,102340,0
20000615,22.3,17.6,15,7,0.8,116,0,102550,0
20000616,25.9,18.3,14.3,6,1,122,0,102690,0
20000617,30.8,19.5,13.1,2,13.2,321,0,102630,0
20000618,31.4,23.2,15.6,1,15.1,345,0,102170,0
20000619,21.6,25.4,19.4,3,12.8,317,0,101460,0
20000620,19.5,18.5,15.4,7,0.2,95,0,101240,3.8
20000621,19,17.5,15.5,6,5.2,208,0,100940,0
20000622,19.7,16.2,13.4,7,4.4,194,0,101070,2.4
20000623,16.1,16.2,12.7,6,3.2,172,0,101610,0
20000624,18,12.3,8.5,6,0.1,89,0,101830,0
20000625,19.9,14,10.1,7,3.2,172,0,102190,0
20000626,21.9,16.2,12.5,6,3.9,185,0,102490,0
20000627,20.9,16.6,11.2,6,8.7,261,0,102310,0
20000628,20.3,17,13.2,7,1.4,132,0,102080,0
20000629,20.8,17.4,14.5,7,0.1,89,0,102010,8.2
20000630,20.9,17.2,13.6,7,1.1,124,0,101470,0.4
20000701,22.3,17.6,14.4,6,3,167,0,100930,0.2
20000702,23.3,17.6,13,6,3,167,0,101010,0.2
20000703,18.3,18.8,14.2,7,5.8,216,0,100940,0
20000704,17.1,16.8,15.4,8,0,80,0,100740,17
20000705,22.7,15.4,13.7,8,0,80,0,101330,0
20000706,17.9,17.6,12.6,7,3.7,179,0,101810,0.4
20000707,17.9,15.7,13.5,6,4,184,0,101870,0
20000708,19.1,14.7,11.5,7,1.4,130,0,101670,0.6
20000709,16.1,16.4,13.8,8,1.1,122,0,99820,9
20000710,16.3,14,11.8,7,1.3,127,0,99340,10.4
20000711,18.7,13,9.6,5,5,200,0,100670,0
20000712,20.9,13.1,7.5,7,3,164,0,101470,4.2
20000713,16.9,17.2,13.6,7,2.7,158,0,101130,4.8
20000714,18.1,14.9,12.9,6,0.7,109,0,101190,0
20000715,18.2,13.6,9.1,4,7.4,236,0,101610,0
20000716,22.6,14,9.8,6,7.6,238,0,101950,0
20000717,24.7,16.2,9.8,5,11.7,293,0,102000,0
20000718,25.2,17.8,10.9,4,10.7,279,0,102060,0
20000719,25.3,19.1,13,2,14.6,326,0,102100,0
20000720,25.9,20.1,14.9,3,11.7,290,0,102290,0
20000721,21.6,20.2,14.4,1,14.4,322,0,102510,0
20000722,19,17.2,12.9,5,9.5,260,0,102200,0
20000723,17.2,15.9,12.8,8,0.8,109,0,101590,0
20000724,19,15,12.9,8,0.1,83,0,101020,0
20000725,23.4,15.9,12.8,7,0.7,105,0,100820,0
20000726,25,18.6,13.9,6,8.6,245,0,101010,0
20000727,20.9,20,15.1,6,7.5,229,0,101290,0
20000728,24.9,17.7,14.5,6,4.5,182,0,101400,5.8
20000729,24.8,19.2,13.4,5,9,248,0,101700,0.2
20000730,25.3,19.2,13.7,4,9.5,254,0,102190,0
20000731,24.5,20.7,16.1,5,11.7,280,0,102150,0
20000801,23.5,19.6,14.8,4,8.8,242,0,101700,0
20000802,19.7,18.2,13,4,7.8,228,0,101390,4.2
20000803,22.4,17.4,15,7,3.1,154,0,101440,5.8
20000804,24.2,18.5,14.6,6,8,229,0,102290,0
20000805,24.7,18.2,12.2,5,8.5,234,0,102490,0
20000806,23,20.4,16,5,4.1,169,0,102460,0
20000807,22.6,20.2,17.4,7,2,130,0,102420,0
20000808,23.9,19.4,16.2,6,2.8,145,0,102130,5.6
20000809,25.4,19.2,14.5,6,3.9,163,0,101870,0
20000810,24.9,21,16.5,6,6.1,196,0,101600,0
20000811,27.4,20.1,15.3,5,7.4,213,0,101560,0
20000812,23.6,20.4,13.4,2,12.8,278,0,101390,0
20000813,23.7,19.4,15.1,7,0.9,100,0,101530,1
20000814,24.4,20.8,17.9,7,1.4,112,0,101550,0
20000815,23.1,19.4,14.3,5,8.2,219,0,101860,0
20000816,23.1,18.9,14.7,6,7.9,214,0,101360,0.1
20000817,19.9,18.9,14.7,5,8.1,215,0,101160,2.4
20000818,23.2,16.6,13.2,6,0.1,71,0,101150,0.6
20000819,21.7,18.7,14.2,6,10.7,244,0,101030,0
20000820,22.2,17,12.4,5,6.4,189,0,101300,0
20000821,22.7,16.2,10.3,2,11.6,251,0,101440,0
20000822,23.9,16.6,10.6,5,8,207,0,101930,0
20000823,27,18.6,13.3,1,13.1,264,0,102320,0
20000824,26.2,19.9,12.8,1,12.4,255,0,102340,0
20000825,19.7,20.4,14.7,3,10.9,237,0,101870,2.2
20000826,21.8,19,18.3,6,0,60,0,100990,3.8
20000827,20.1,17.5,13.2,5,4.5,154,0,101460,3.8
20000828,21.8,15.8,11.6,6,7.7,195,0,101770,1.2
20000829,22.2,16,10.3,5,8.4,202,0,101970,0
20000830,22.6,17.6,13,4,9.5,213,0,101900,0
20000831,18.9,16.6,10.5,6,6.3,174,0,101070,1.6
20000901,19.9,16,13,6,2.7,117,0,100140,4.6
20000902,18.6,15.8,11.7,6,4.2,137,0,100770,0.8
20000903,20.5,14,9.4,4,9.8,202,0,101970,0
20000904,20.4,13.7,6.9,4,11,212,0,102380,0
20000905,20.7,15.6,10.9,7,1.6,95,0,102030,0.4
20000906,20.3,17.4,14.1,6,4.8,141,0,101140,0.8
20000907,20.2,14.4,8.6,7,0.7,75,0,101520,0
20000908,22.3,17.6,15,8,0,52,0,101800,4.4
20000909,25.6,19,15.6,7,2.2,101,0,102290,0.2
20000910,27.5,20.2,14.8,3,11,202,0,102190,0
20000911,24,21.6,15.6,4,9.7,187,0,101440,0
20000912,21,20,16,5,6.7,155,0,101100,0
20000913,21.6,17.4,13.9,7,2.9,107,0,101340,0
20000914,18.5,17,12.4,7,3,107,0,101370,11
20000915,18.2,17.2,16,7,1.3,80,0,100680,19.6
20000916,20.6,15.8,13.4,7,0.9,72,0,101130,0
20000917,16.8,16.2,11.7,6,0.9,71,0,101120,0
20000918,15.6,15.2,13.6,8,0,46,0,100150,13.8
20000919,16.9,13.8,11.9,8,0,45,0,99640,16.4
20000920,18.6,13.6,10.4,4,3.5,107,0,100250,0.4
20000921,21.5,12.9,7.2,4,2.9,98,0,101260,1
20000922,24.8,17.9,14.3,7,8.5,157,0,101750,0
20000923,16.8,19.4,14.1,4,10.6,174,0,101760,0
20000924,18.5,15.2,13.6,5,1.3,72,0,101420,11
20000925,20.7,14.6,10.7,5,4.7,114,0,101870,6.8
20000926,18.2,16.4,12.1,5,4.3,109,0,101380,0.4
20000927,18.4,15,11.7,5,3.3,96,0,100970,5.4
20000928,18.9,15.8,13.2,6,5.8,122,0,99850,3.4
20000929,17.9,15.2,11.5,7,7.1,132,0,99860,0
20000930,18.6,15.1,12.3,4,6.7,127,0,100400,5.4
20001001,15.3,13.2,7.7,5,6.7,126,0,100430,10
20001002,16.4,12.6,9.9,6,0.3,47,0,100690,0.2
20001003,16.3,12.4,8.5,8,0,37,0,101670,0.8
20001004,15.7,14.5,12.7,7,4,95,0,101790,0.2
20001005,15.1,13.4,11.1,4,7.3,125,0,101720,0.8
20001006,13.2,10.2,5.4,4,8.6,134,0,102570,5
20001007,15.6,11.2,9.1,8,0,35,0,102070,8.6
20001008,12.4,12.6,9.5,6,6.1,110,0,101430,0
20001009,13.3,9,5.6,6,0.5,47,0,100110,24
20001010,14.3,9.8,6.3,6,3.5,83,0,98310,8.8
20001011,13.5,10.5,6.7,6,5.1,97,0,97230,3.8
20001012,16,10.8,8,6,1.1,54,0,98830,4.2
20001013,13.9,11.2,6.4,5,4.2,86,0,100780,0
20001014,15.6,11,8.2,7,0,31,0,101530,0
20001015,13.9,11.7,7.8,7,4.7,88,0,101280,2.8
20001016,14.9,12.4,10.8,7,0.1,34,0,100670,1.6
20001017,16.3,10,5.1,4,7.2,105,0,102080,5
20001018,15.2,12.8,9.4,8,0.1,33,0,101470,1
20001019,14.1,11.4,7.6,2,9.2,116,0,101780,0
20001020,11.5,10.6,7,6,0.1,32,0,101340,20.2
20001021,14.3,11,10.4,8,0,27,0,101730,0.2
20001022,16,12,9.6,6,0.3,35,0,102240,0
20001023,14.2,12.7,9.4,5,4,73,0,101530,0.2
20001024,15.3,12,9.7,7,0,26,0,101690,0.2
20001025,14.5,13.2,11,7,2.2,55,0,100740,0
20001026,15.4,10.8,7.1,4,6.3,86,0,101430,3
20001027,16,12.4,9.5,8,0,25,0,101170,9
20001028,13.4,13.9,11.8,7,0,24,0,100370,7.2
20001029,11.3,10.6,7.8,5,5.4,77,0,99920,36.6
20001030,13.3,10,8.6,6,4.4,69,0,98130,1.6
20001031,11.6,9.8,6.3,6,6.6,82,0,98970,0.4
20001101,10.9,9.3,7,4,6.9,83,0,99440,6
20001102,11.4,7.2,3.6,5,3.2,57,0,98750,5.2
20001103,11.4,8.6,5.7,3,6.2,76,0,99350,0
20001104,10.9,7.2,2.9,3,6.8,79,0,100630,0
20001105,11,6.7,2.5,7,1,36,0,99760,24.8
20001106,10.7,9,7,7,0.2,25,0,97150,5.4
20001107,9.2,9.2,7.7,7,1,35,0,97680,1
20001108,10.2,7.8,6.4,7,0.1,23,0,98850,0
20001109,12.1,8.2,6.1,6,0.2,24,0,100290,0
20001110,12.8,7.9,3.7,5,5.9,67,0,101370,0.8
20001111,11.1,9,5.3,8,0,19,0,100640,8.8
20001112,10.8,9.7,8.3,4,5,60,0,99560,0.2
20001113,8.7,6.6,2.4,1,7.6,73,0,99740,0.2
20001114,10.2,5,1.2,4,5.4,61,0,100260,0.4
20001115,10.4,4.5,-1.2,6,0.5,26,0,100770,5.6
20001116,9.4,5.7,1,4,4.5,54,0,100290,0.1
20001117,11.9,4.9,0.4,4,2.5,41,0,101100,0
20001118,10.9,7,2.2,7,1,29,0,100640,3.2
20001119,7,9,7.2,7,1.1,30,0,99530,0.8
20001120,10.1,4.5,2,5,2.5,40,0,99570,0.2
20001121,10.9,7,3.8,7,0.4,23,0,99360,4.6
20001122,8.4,7.4,4,3,3.4,44,0,99420,0.2
20001123,11,5.8,3.3,6,0,16,0,99820,5.4
20001124,11.6,6.8,2.7,5,3.3,43,0,100410,1.4
20001125,10.5,8.3,5,6,0,15,0,99460,6.8
20001126,14,8.9,7.3,5,4.9,50,0,99550,0
20001127,15.6,8.8,3.7,6,0,15,0,100820,9
20001128,14.2,11.5,7.4,7,0,15,0,100620,1.2
20001129,12.2,12.1,10,6,0.2,18,0,100240,0.8
20001130,13.7,9.2,6.3,5,1.1,26,0,100900,7.4
20001201,12.9,11.3,8.9,7,0,13,0,100190,1.6
20001202,11.3,11.2,9.6,4,3.8,39,0,100870,0.2
20001203,13.8,7.5,3.7,4,5.2,46,0,101300,7.2
20001204,13.4,10.2,6.7,7,0.8,21,0,100360,4.6
20001205,12.7,12.4,11.3,7,0,13,0,100210,3
20001206,14.3,11.9,11.1,7,0,13,0,100320,0.4
20001207,12.4,10.7,7.1,7,0,13,0,99690,13.6
20001208,11.5,10.4,8.4,6,3.7,37,0,99090,2.2
20001209,13.4,9.6,7.6,4,2.9,33,0,100310,2.4
20001210,14.2,11.2,9,7,0.9,21,0,100370,6
20001211,13.7,11.8,9.3,7,0,12,0,101150,2.4
20001212,12.2,13.2,12.7,8,0,12,0,100610,10
20001213,9.5,10.8,9.4,4,3.3,35,0,100400,0
20001214,7.1,7.4,5.3,4,5,42,0,100420,0.6
20001215,4.4,4.6,2.2,2,7,50,0,100930,0
20001216,6.3,1.6,-1.1,6,0.3,16,0,101320,0.2
20001217,8.2,3.6,1,8,0.1,14,0,101350,0.4
20001218,10,5.6,3.1,8,0,12,0,101370,2.8
20001219,9.8,7.9,5.8,8,0,12,0,101620,0
20001220,6.7,8.4,7,8,0,12,0,101350,0
20001221,5.9,6.4,6.2,7,0,12,0,101630,0
20001222,6.6,4.5,3.1,5,0,12,0,101480,0
20001223,6.5,4.7,2.8,8,0,12,0,100980,2
20001224,4.3,5.2,4,8,0,12,0,100110,6.2
20001225,2.5,4.1,3.9,8,0,12,0,99930,0
20001226,3,1.8,1,7,0,12,0,99410,0
20001227,2.9,2.2,1.5,7,0.1,14,0,99350,1.8
20001228,1.2,-0.3,-3.5,2,4.1,39,2,99500,0
20001229,3.1,-2.2,-5.5,2,5.6,45,1,99950,0
20001230,10.1,-1.1,-5.3,2,7.2,52,0,100850,0
20001231,11.1,2.8,-4.6,6,0,13,0,100770,6.3
20010101,10.8,5.3,-0.5,7,2,29,0,98810,3.2
20010102,10.5,9.9,9,7,0.3,17,0,98370,3.4
20010103,9.4,7,3.5,6,2.9,34,0,99680,8
20010104,7.6,6.6,3.7,7,0.1,15,0,98950,4.6
20010105,8.5,7.2,6.7,8,0,13,0,98520,0
20010106,7.4,5.8,3.1,4,4.5,43,0,99820,0.4
20010107,7.8,4.8,2.3,2,7.4,56,0,100770,0
20010108,5.6,4.8,1.7,6,3.3,37,0,101340,0.6
20010109,6.4,2.8,0,7,2.6,34,0,101330,0
20010110,5.5,3.8,1.3,7,0,14,0,100980,0
20010111,7.4,4.9,4.3,7,0,14,0,101940,0
20010112,7.6,5.8,4.2,7,3.7,41,0,102640,0
20010113,7.5,4.6,1.5,1,7.4,59,0,103230,0
20010114,4.9,4.5,1.5,2,7.6,61,0,103370,0
20010115,3.5,3.6,2.2,4,5.1,50,0,102490,0
20010116,4.8,0.6,-2.2,4,4.3,46,0,102210,0
20010117,3.3,1,-2.9,1,4.8,49,0,101970,0
20010118,2.1,0.4,-2.5,4,2,34,0,101930,0
20010119,2.4,-0.9,-3.9,6,0,16,0,102210,0
20010120,7.9,-0.1,-2.6,6,0.9,27,0,102490,3.4
20010121,9.9,2.6,-2.6,8,0,16,0,101400,4.4
20010122,12.3,5.9,1.9,8,0,16,0,99960,4.2
20010123,10,8.8,5.4,6,0,17,0,98870,18
20010124,8.8,8.4,6.8,4,7.4,68,0,99030,2.2
20010125,8.6,6.8,4.8,4,3.9,50,0,99680,1.2
20010126,7.2,6.2,3.8,5,3.6,49,0,99440,17.8
20010127,6.6,4,0.9,3,6.7,67,0,99800,0
20010128,4.4,2.8,-1.1,5,5.8,63,0,100550,0
20010129,5.2,2.1,-0.2,6,0.7,28,0,101970,1.2
20010130,5.6,2.8,0.4,8,0,19,0,101970,1.6
20010131,6.1,4.7,3.8,7,0,19,0,102310,1
20010201,8.8,2.5,-1.1,4,0.1,22,0,102920,5.5
20010202,11,4.4,-0.1,8,0,20,0,101560,3.6
20010203,11,8.2,5.3,7,3.2,52,0,100520,6
20010204,11.7,7.6,4.2,8,0,20,0,99580,10.4
20010205,12.5,9.4,7.2,7,0.1,23,0,99160,4.4
20010206,12.2,10.3,8.1,6,2.6,50,0,99200,1.8
20010207,5.5,10,7.9,5,3.1,54,0,99600,15.8
20010208,7.5,5.5,5.5,8,0,22,0,99710,2.4
20010209,12.1,4.4,1.2,5,5.8,75,0,101910,0
20010210,13.7,6.6,1.2,8,0,23,0,102470,1
20010211,11.6,10,6.3,8,0,23,0,102510,0.6
20010212,10.6,11.6,11.5,6,0,24,0,102190,8.8
20010213,10.7,6.8,2.9,2,9,100,0,103680,0
20010214,9,6,1.2,2,9,101,0,103420,0
20010215,10.1,5.7,2.4,4,5.8,82,0,103160,0.2
20010216,9.1,5,0,4,3.2,63,0,103440,0
20010217,8.1,4.6,0.2,5,7.8,98,0,104240,0
20010218,7.6,4.6,1,7,3.6,68,0,104230,0
20010219,8.5,3.5,-0.6,7,2.4,59,0,103990,0
20010220,12.1,4,-0.5,5,5.1,83,0,103620,0
20010221,10.6,6.8,1.5,7,0.5,38,0,102970,0
20010222,7.4,7.8,4.9,6,3.2,69,0,102040,0.4
20010223,5.3,6,4.7,5,5.6,90,0,101040,0.4
20010224,5.5,3.4,1.6,5,8.1,111,0,101300,0.3
20010225,7.5,1.9,-1.7,5,9.7,123,0,101450,0
20010226,6.6,3.8,0.2,7,2.5,66,0,100130,4.8
20010227,4.7,3.9,1.2,6,1.9,61,0,98970,0.2
20010228,4.3,3.4,2.2,8,0,31,0,99440,3
20010301,3.5,2.6,1,7,0.7,51,0,99870,0
20010302,3.8,0.4,-2.6,5,2.2,73,0,99980,0.2
20010303,5,1.6,-0.5,8,3.6,90,0,99710,0
20010304,8.1,2.8,0.7,6,0.1,41,0,99850,0
20010305,13.1,1.9,-4.3,3,8.4,139,0,101600,0
20010306,15.1,6.8,0.6,5,7.1,129,0,101240,6.2
20010307,10.5,9.8,4.4,6,3.7,96,0,100420,0.3
20010308,13.3,8.8,7,6,0,39,0,99960,7
20010309,14.9,9.8,6.3,7,1.6,72,0,99800,0.8
20010310,13.8,12.1,9.3,7,1.9,77,0,99900,0.4
20010311,11.4,11.8,9.8,7,0.3,51,0,100160,7.4
20010312,10,7.6,3.9,4,5.6,124,0,100170,4.2
20010313,11.4,7.4,4.7,5,2.7,91,0,99900,0.6
20010314,9.8,6.4,1.3,6,5,120,0,100730,0.4
20010315,9.1,7.5,5.2,7,2.9,96,0,100820,1
20010316,4.1,8,6.9,8,0,44,0,100740,11
20010317,6.5,3.9,3.7,8,0,44,0,100250,9.6
20010318,6.8,4,1.6,7,0.7,65,0,100300,0.6
20010319,4.3,4.2,1.5,7,6.3,142,0,101600,0
20010320,6.8,3.4,2.6,8,0,46,0,101110,11.2
20010321,14.1,4.6,2.3,8,0,47,0,99770,2.6
20010322,10.8,8.8,3.5,7,1.6,85,0,99880,6.8
20010323,9.6,8.7,6.6,8,0,48,0,99870,4.4
20010324,6.6,8.6,7.5,8,0.1,54,0,100140,0
20010325,7,5.8,4.9,8,0.3,61,0,100420,0
20010326,9.3,5.4,3.7,8,0,50,0,101040,0
20010327,10.8,6.4,3.5,7,0.2,59,0,100500,12.8
20010328,11.6,8.8,6.8,7,1.9,95,0,99300,6.8
