Date,Maximum_temp,Mean_temp,Minimum_temp,cloud_cover,sunshine,global_radiation,snow_depth,Pressure,Precipitation
20110713,23.7,15.7,12.9,8,1.2,124,,101940,0
20110714,25.3,17.6,11.5,3,9.3,264,,101870,0
20110715,19.9,18.8,12.2,4,9.9,271,,101650,0.6
20110716,19.3,17.3,14.7,6,2.5,153,,100070,8.2
20110717,19.6,16,12.7,8,1.3,125,,99380,5.2
20110718,19.4,16.7,13.8,7,1.1,120,,99730,1.8
20110719,18.1,15.3,11.1,7,2.2,145,,100370,21.2
20110720,19,15.5,12.8,7,1.3,124,,100930,0.4
20110721,20.2,16.4,13.7,8,0,76,,101290,2.4
20110722,18.9,15.5,10.8,4,7.9,239,,101650,1.8
20110723,23.9,15,11.1,5,4.9,193,,101380,0
20110724,24,16.7,9.5,1,11.5,285,,101030,0
20110725,20.5,17.5,10.9,3,11.2,281,,100930,0
20110726,20.8,17.2,13.9,7,0.5,99,,101520,0
20110727,24.5,17.8,14.8,7,1.2,118,,102060,0
20110728,21.1,19.5,14.5,5,6.7,217,,102220,0
20110729,22.6,17.4,13.7,6,1.7,129,,102330,0
20110730,24.5,17.3,12,2,12.9,297,,102160,0
20110731,29,18.6,12.6,3,12.4,290,,101620,0
20110801,28.3,22.5,16,4,10.8,269,,101310,0
20110802,30.1,23,17.6,4,5.8,200,,101380,0
20110803,21.8,23.7,17.2,3,9.3,248,,101420,5.2
20110804,25.5,19.1,16.4,6,1,109,,101030,6.8
20110805,20.6,20,14.5,4,7.7,225,,101110,0
20110806,20.3,17.4,14.1,7,1.1,111,,100380,1.4
20110807,21.9,16.2,12.1,4,5,183,,100260,4
20110808,21.6,16.4,10.9,5,7.3,216,,100750,0.2
20110809,23.9,16.7,11.7,2,9.4,243,,102190,0
20110810,22.6,17,10.1,4,7.8,221,,102160,0.2
20110811,23.4,18.9,15.1,6,2.8,143,,101110,1
20110812,22.2,19.6,15.8,7,1.3,112,,101040,0.8
20110813,23.2,19,15.8,6,3.3,150,,100610,0
20110814,22.9,19.1,14.9,6,3.7,156,,100710,0
20110815,21.7,16.9,10.8,4,7.9,216,,101600,0
20110816,21.1,17.8,13.9,7,1,102,,101610,0
20110817,16.6,17.1,13.1,7,0.7,93,,101710,2
20110818,21.7,14.8,13,8,0,64,,101520,15.6
20110819,21.6,15.2,8.7,2,10.5,243,,101870,0
20110820,24.1,17.8,14,5,7.6,206,,101830,3.4
20110821,23.5,18.8,13.4,3,6.3,188,,101400,0
20110822,15.6,17.2,10.9,2,9,221,,101870,1
20110823,22,14.7,13.7,8,0,62,,101310,3.8
20110824,20.6,17.9,13.7,6,4.4,157,,101320,2.4
20110825,17.5,17.3,14,7,4,150,,100980,11.2
20110826,19,15.3,13,7,0.9,92,,100440,8.6
20110827,19.5,15.1,11.1,5,6.6,184,,101230,0.8
20110828,18.1,16.1,12.7,5,3.9,145,,101570,0.4
20110829,17.3,14,9.9,5,4.9,159,,101770,0
20110830,18.5,15.2,13,8,0,58,,101720,0
20110831,21.2,16.1,13.6,7,0.1,64,,101570,0
20110901,27,16,10.8,2,8.9,197,,101400,0
20110902,24.1,20,12.9,1,8.6,192,,101090,0
20110903,19.4,19.4,14.7,4,5.9,159,,100880,0
20110904,19.7,17.3,15.1,6,2.1,105,,100650,4.2
20110905,18.7,15.5,11.2,5,5.6,153,,101110,1.8
20110906,17.1,16.9,15,7,0,53,,100730,15.2
20110907,20.8,14.5,11.9,6,1.3,88,,101110,0.4
20110908,21.5,16.8,12.7,7,2.1,101,,100900,0.8
20110909,22.7,18.6,15.6,7,0,52,,100950,0
20110910,21,20,17.3,6,0.7,74,,100430,3.8
20110911,21.7,17.9,14.7,5,6.7,158,,100500,0.2
20110912,19.5,18.6,15.5,4,6.5,154,,100440,0.2
20110913,20,16.1,12.6,2,7.5,163,,101220,0
20110914,20.1,15,10,1,9.9,186,,101790,0
20110915,22.7,14.2,8.2,1,9.9,184,,102010,0.4
20110916,19.6,17.2,11.7,5,5.5,137,,101270,0.2
20110917,17,16.8,14,6,3.5,112,,100580,1
20110918,19.4,12.2,7.4,4,2.5,97,,100380,0
20110919,20.2,14.1,8.7,4,5.3,131,,101330,0
20110920,18.5,17,13.7,8,0.7,66,,101770,1.8
20110921,19.2,15.8,13,7,3.9,112,,101700,0.4
20110922,19,15.7,12.2,5,4,112,,101950,0
20110923,20.9,13.7,8.4,2,8.8,159,,101800,0.2
20110924,21.8,14.8,8.6,2,5.8,129,,101440,0
20110925,22.7,16.4,11,3,7.1,140,,101550,0
20110926,21.8,19.4,16.1,6,1.6,76,,102050,4.2
20110927,25.9,16.8,11.8,3,4.5,111,,102840,0.2
20110928,28.1,19.1,12.3,0,10.9,168,,102630,0
20110929,28.5,20.4,12.7,0,10.8,166,,102340,0
20110930,28.8,20.5,12.4,0,10.6,162,,102260,0
20111001,28.3,20.9,12.9,0,10.5,159,,102460,0
20111002,26.6,20.4,12.5,0,10.6,158,,102390,0
20111003,19.3,20.9,15.2,3,8.6,140,,101910,0
20111004,19.8,17.1,14.9,7,0.9,58,,102030,0.2
20111005,15.8,17.5,15.1,8,0.4,48,,101660,4
20111006,16.7,13.5,11.2,3,6.9,121,,101020,0.4
20111007,16.7,13,9.2,4,1.4,63,,101820,0
20111008,21.1,12.9,9,8,0.1,39,0,102190,0.8
20111009,20.4,16.4,11.6,6,0.9,54,0,101850,0
20111010,20,18.2,15.9,7,1,55,0,101800,0
20111011,20,17.9,15.7,6,2.1,68,0,101920,0
20111012,17.9,17.2,14.3,7,0.7,49,0,102100,0
20111013,16.8,15.7,13.5,6,2,65,0,102860,0
20111014,18,12.4,7.9,0,9.7,130,0,103040,0
20111015,18.2,11.7,5.4,0,9.9,129,0,102530,0.2
20111016,17.4,11.4,4.6,4,3.5,78,0,102310,0
20111017,14,11.9,6.4,3,4.3,84,0,101690,3.4
20111018,13.7,10.8,7.5,4,8.4,114,0,101050,0
20111019,12.8,8.9,4,1,6.4,98,0,101850,0.2
20111020,15.6,7.8,2.7,2,7.3,103,0,102730,0.2
20111021,14.7,10.2,4.7,6,4.7,82,0,102410,0
20111022,20,10,5.2,2,9.2,113,0,101490,0
20111023,18.4,13.7,7.3,2,6.7,95,0,100620,0
20111024,17.1,15,11.5,4,4,73,0,99570,1.4
20111025,12.7,14.1,11,4,5,80,0,99620,2.4
20111026,13.7,10.1,7.5,6,3.1,64,0,100450,2
20111027,16.2,11.6,9.4,8,0,25,0,100750,2.2
20111028,17.1,12.5,8.8,4,8.2,97,0,102140,0
20111029,16.9,13.9,10.6,6,3.7,66,0,102010,0
20111030,16.9,14.8,12.6,8,0.1,27,0,101800,0
20111031,16.1,15.9,14.8,7,0.1,27,0,101300,1
20111101,16.4,13.7,11.3,4,2.9,56,0,100940,0.2
20111102,18,11.6,6.8,4,2.7,54,0,100450,1
20111103,16.5,14.9,11.8,8,0,22,0,99310,18.4
20111104,14.3,14.2,11.9,6,1.7,44,0,99540,1.6
20111105,12.2,11.8,9.2,7,0,21,0,100770,0
20111106,13.1,10.4,8.5,7,0.3,27,0,102240,0
20111107,11.3,11.4,9.6,8,0,21,0,102110,0.4
20111108,15.9,10.6,9.8,8,0,20,0,101460,1
20111109,14.7,12.6,9.3,7,1.1,35,0,101540,0
20111110,12.8,12,9.3,5,0.7,31,0,101730,0.2
20111111,16.6,9.9,6.9,6,0,19,0,101590,1.4
20111112,16.4,13.2,9.7,6,1.6,38,0,102460,0
20111113,10.1,13.4,10.4,4,6.4,68,0,102760,0
20111114,12.4,9.1,8.1,8,0,18,0,102330,0
20111115,11.4,9.3,6.1,4,5.9,64,0,101850,0
20111116,14.9,7.9,4.3,8,0,18,0,101740,0
20111117,15.2,10,5,4,3.1,46,0,101820,0
20111118,13.5,11.9,8.5,4,2.2,39,0,101780,0.2
20111119,8.3,9.5,5.5,1,4.4,52,0,101670,0.2
20111120,11.5,5.3,2.2,,0,17,0,101890,0.2
20111121,13,8,4.4,7,0.2,20,0,101500,0.4
20111122,10.9,10.6,8.2,7,0,16,0,101850,1.8
20111123,13.5,6.8,2.6,7,2,35,0,102720,0.2
20111124,12.5,8.6,3.7,3,2,35,0,102710,0.2
20111125,14,11,9.5,3,5,52,0,102450,0
20111126,13.9,10.2,6.3,4,0.7,24,0,102580,0
20111127,13.2,11.8,9.7,3,5.9,55,0,102130,0
20111128,13.9,6.7,0.2,5,0,15,0,102270,0
20111129,12.8,8.6,3.3,6,0,15,0,100960,0.4
20111130,11,9.2,5.5,4,3.7,42,0,101920,1.2
20111201,11.4,9.5,8,7,0.7,22,0,100710,5
20111202,11.9,6.8,2.1,3,4.1,41,0,101220,0.8
20111203,9.5,7.7,3.4,7,1.2,25,0,100360,0
20111204,7.6,8.2,6.9,6,0,13,0,100120,0.6
20111205,9,4.8,1.9,1,3.1,35,0,100610,0
20111206,9.8,5.7,2.4,2,0.7,21,0,100740,0
20111207,13.2,6.8,3.8,2,6,48,0,100890,0
20111208,8.2,8,2.7,7,0,13,0,101070,1
20111209,6.6,5.9,3.5,1,4.8,42,0,101070,0
20111210,9.2,2.6,-1.4,1,5.3,44,0,101570,0
20111211,12.4,5.1,0.9,7,0,12,0,100750,8.4
20111212,8.4,7.4,2.4,3,5.4,44,0,100240,16.6
20111213,6.7,6.3,4.2,5,4.7,41,0,99010,0
20111214,8.4,5.2,3.6,5,2.6,31,0,99440,0.6
20111215,5,5.8,3.2,4,3.3,34,0,99670,8.4
20111216,6.1,3.2,1.4,7,2.2,29,0,98850,1
20111217,6,2.3,-1.6,3,4.4,39,0,100880,0.6
20111218,7.4,2.8,-0.4,2,2.2,29,0,101670,0.8
20111219,9.2,2.7,-2,7,0,12,0,101440,4.8
20111220,13.1,5.7,2.1,5,3.1,33,0,101540,1.8
20111221,12.6,9.5,5.8,8,0.1,14,0,101800,0
20111222,11.6,10.3,7.9,2,5.7,45,0,102480,0.6
20111223,10.2,10.4,9.1,7,0,12,0,101770,3.8
20111224,12.3,6.2,2.1,5,0.1,14,0,102820,0.2
20111225,13,7.9,3.5,8,0,12,0,102840,0
20111226,11.1,11.5,10,8,0,12,0,103310,0
20111227,10.9,10.4,9.7,8,0,12,0,103270,0.2
20111228,10.2,9.2,7.5,4,0.9,21,0,102140,0
20111229,11.6,7.3,4.4,7,0,12,0,102070,2.4
20111230,12.8,8.2,4.7,6,0,12,0,101700,5.2
20111231,13,9.2,5.6,8,0,13,0,101000,0.2
20120101,11.9,12.2,11.3,7,0,13,0,100480,7.2
20120102,12.6,8.1,4.2,1,6.3,49,0,100850,2
20120103,11.7,8.7,4.7,5,1.4,25,0,100310,7.8
20120104,11,8.1,4.4,4,0.4,18,0,101420,2
20120105,10.6,8.3,5.5,4,3.5,37,0,100500,0.2
20120106,10.6,7,3.3,3,4.8,44,0,102380,0
20120107,10.4,7,3.4,6,2.2,31,0,102190,0
20120108,12.8,8.9,7.3,7,0.1,15,0,102680,0
20120109,11.4,9.8,6.8,7,0.5,20,0,102970,0.2
20120110,11.2,10,8.6,7,0.7,22,0,103330,0
20120111,13.6,9,6.7,5,2.6,35,0,103300,0
20120112,7.1,10.1,6.6,4,1.5,28,0,102800,0
20120113,6.5,3.7,0.2,0,6.1,53,0,103300,0
20120114,6.7,1.7,-3.1,1,6.3,55,0,103010,0.2
20120115,7.2,2.5,-1.8,1,6.4,56,0,102480,0
20120116,8.7,2.9,-1.4,0,7.1,60,0,102540,0.2
20120117,12.4,3.1,-2.5,3,2.1,34,0,102770,0.6
20120118,11,5.9,-0.7,7,0,15,0,102390,4
20120119,11.3,9.7,8.4,5,1.8,33,0,101880,0.8
20120120,12.8,7.7,4,6,0,16,0,101960,0
20120121,12,10.1,7.4,6,1.9,35,0,101290,0
20120122,8.6,8.7,5.4,5,0.7,25,0,101460,0
20120123,10.4,6,3.4,6,0,17,0,101910,1.4
20120124,10.2,4.9,-0.6,6,0,17,0,101930,6.2
20120125,9.1,7.1,3.9,8,0,17,0,101520,1
20120126,9.3,7.7,6.3,5,3.5,48,0,100900,0.2
20120127,6.7,5.8,2.2,1,7.1,69,0,101920,0.4
20120128,4.9,4.3,1.9,5,1.2,33,0,102820,0
20120129,4.3,3.1,1.3,8,0,18,0,103090,0
20120130,2.3,2.4,0.5,7,0.1,21,0,102620,0
20120131,3.9,0.6,-1.1,5,0.2,23,0,102630,0
20120201,2,1.5,-0.9,3,7.6,77,0,103260,0
20120202,2.2,-0.6,-3.2,0,8.1,81,0,103610,0
20120203,1.9,-1.2,-4.5,2,6.6,73,2,103950,0
20120204,2.4,-2.2,-6.3,3,4.2,59,0,103600,10.4
20120205,4.5,-1.1,-4.6,8,0,21,7,102740,0
20120206,4.1,2.6,0.7,8,0,21,3,103310,0.2
20120207,0.7,2.6,1.1,5,4.7,66,0,104000,0
20120208,1.8,-1.4,-3.5,8,0,22,0,104120,0
20120209,2.4,0.3,-1.3,8,0.4,30,0,103940,2
20120210,2.4,0.3,-1.9,5,2.4,51,4,103820,0
20120211,4.8,-2.6,-7.6,1,8.2,92,2,103690,0
20120212,6.8,-1,-6.8,7,0,24,2,103470,0
20120213,8.7,2.8,-1.3,7,0.1,27,0,102770,0.6
20120214,11.2,5.9,3,6,0.5,34,0,102490,0
20120215,11.2,7.9,4.6,6,2.9,60,0,102560,0
20120216,12.2,6.9,2.5,4,2.1,53,0,102760,0
20120217,11.4,8.7,5.1,7,0.1,29,0,102330,0
20120218,7.3,9.7,8,6,0.4,35,0,101270,2.8
20120219,9.5,3.7,0.1,1,7.2,97,0,102440,0
20120220,12.5,3.2,-3.1,5,5.3,84,0,103210,0
20120221,12.5,6.9,1.3,8,1.2,48,0,102890,0
20120222,16.8,10.3,8.1,8,0.1,32,0,102400,0.8
20120223,14.7,12.6,8.3,4,5.9,93,0,102320,0
20120224,12.2,11.9,9.1,7,1.9,58,0,102750,0
20120225,13.3,9.8,7.4,4,6.5,100,0,102780,0
20120226,11.5,7.6,1.9,1,8.5,117,0,102840,0
20120227,13.1,8.4,5.2,8,0,31,0,102500,0
20120228,13,10.9,8.6,8,0,31,0,102410,0
20120229,14.4,10.8,8.5,8,0,32,0,102470,0
20120301,11.7,9.1,3.7,5,5.2,105,0,102630,0
20120302,15,7.5,3.2,,3.4,88,0,102560,0
20120303,9.4,10.8,6.6,5,3.4,89,0,101880,2.2
20120304,10.3,8,6.5,8,0,37,0,101670,7.4
20120305,8.9,6.8,3.2,4,7.8,135,0,102190,0
20120306,12.4,5.4,1.8,4,1.1,62,0,102540,0.2
20120307,12.1,8.1,3.8,5,1,62,0,101760,3.8
20120308,11.3,6.8,1.4,3,5.1,114,0,103080,0
20120309,15.8,8.1,4.8,7,0,40,0,103470,0
20120310,16.4,12.2,8.6,7,2.6,88,0,103670,0
20120311,14.9,10.9,5.3,1,6.7,135,0,103690,0.2
20120312,10.3,9.3,3.7,4,4.8,116,0,103510,0
20120313,13.5,7.6,4.9,6,2.6,91,0,103470,0
20120314,16.4,9.3,5.1,5,5,121,0,103130,0
20120315,9.9,8.8,1.1,2,7.6,151,0,102460,0
20120316,11.1,6.7,3.5,8,0,44,0,101900,0
20120317,10.4,9.2,7.3,7,0,45,0,101290,2.2
20120318,14,6.5,2.6,3,5.4,132,0,101750,0.2
20120319,15.5,7.5,0.9,0,11,191,0,103210,0
20120320,16.5,9.4,3.3,4,5.3,134,0,103480,0
20120321,18.2,12.2,7.9,4,8.2,167,0,103400,0
20120322,20.3,11.9,5.6,1,8.3,170,0,102920,0
20120323,20.1,13.4,6.5,1,9.6,185,0,102660,0
20120324,15.8,13.4,6.6,0,10.1,192,0,102860,0
20120325,18.9,10.6,5.3,0,9.6,189,0,103360,0
20120326,19.3,11.5,4,0,11.6,211,0,103630,0
20120327,22.8,12.1,4.8,0,11.9,216,0,103630,0
20120328,20.4,13.5,4.1,0,11.4,213,0,103250,0
20120329,16.9,13.3,6.1,0,11.2,213,0,102790,0
20120330,11.7,11.8,6.7,0,10.4,207,0,102410,0
20120331,13.7,9.2,6.6,6,0,54,0,102020,0
20120401,15.8,7.8,1.8,0,11.6,223,0,102060,0
20120402,15.1,9.6,3.3,1,10.2,210,0,101090,0
20120403,10.3,9.3,3.4,4,4.5,142,0,100310,2.6
20120404,9.3,6.4,2.4,5,4.7,146,0,100740,0.2
20120405,13.1,7.8,6.2,6,0,57,0,101890,0
20120406,11.2,6.1,-0.9,3,7.5,185,0,101590,0.2
20120407,14.2,8.5,5.8,7,0.1,64,0,101270,0.6
20120408,11.6,10.4,6.6,7,0,59,0,101210,1.8
20120409,14.8,9.9,8.2,8,0,59,0,99660,4
20120410,14.1,10.1,5.4,2,8.3,201,0,99030,1.2
20120411,13.2,8.7,3.3,2,8.3,203,0,99730,0
20120412,13.4,7.9,2.5,4,4.4,152,0,100320,2.6
20120413,12.3,8.1,2.8,3,4.7,157,0,100510,0
20120414,10,9.2,6.1,6,6.5,184,0,100830,0
20120415,12.3,6.5,3,3,7.1,193,0,102040,0
20120416,14.8,6.4,0.5,4,7.5,200,0,102450,1.4
20120417,12.4,10,5.2,6,4.5,159,0,100120,3.6
20120418,11.9,8.9,5.4,8,0.6,87,0,98110,5.2
20120419,13.1,9,6.1,7,1.8,115,0,98470,2
20120420,14.8,8.6,4,5,6.7,194,0,99330,7.2
20120421,15.3,8.9,2.9,4,6.7,195,0,99740,0
20120422,10.6,9.8,4.3,4,8.1,215,0,100260,2.4
20120423,14.1,8.5,6.3,7,2.6,133,0,99490,4.2
20120424,12.7,10.5,6.8,6,2.5,132,0,99740,5.4
20120425,14.9,9.4,6.1,7,0.9,99,0,98730,11.2
20120426,15.8,11.2,7.5,6,4.9,174,0,99420,3.2
20120427,9.7,12.4,8.9,6,5.2,180,0,101020,2.4
20120428,15.2,9,8.3,8,0,70,0,101490,18.4
20120429,19.2,10.4,5.6,6,1,105,0,100450,3.8
20120430,17.6,13.5,7.7,3,10.8,260,0,101220,14.8
20120501,14.7,14.5,11.3,6,5.3,186,0,101620,0
20120502,9.4,12.3,9.8,8,0.1,79,0,101960,0.6
20120503,10,8.8,8.1,8,0,72,0,101200,0
20120504,10.3,8.6,7.2,8,0,73,0,100700,0
20120505,10.4,8,5.6,8,0.4,92,0,100990,0.2
20120506,15.1,7.9,5.3,7,0,74,0,101420,0
20120507,18.1,9.1,3.1,6,2.8,148,0,101380,2.2
20120508,16.8,14,9.9,7,2.8,149,0,100710,2.2
20120509,17.1,13.3,9.8,7,0,75,0,100830,5.8
20120510,16.5,14.6,12,8,0,75,0,100930,4.4
20120511,15.7,13.6,10.7,4,9.5,255,0,102240,0
20120512,17.3,10.2,4.6,2,10.6,271,0,103710,0
20120513,12.5,11.1,4.9,2,9.5,257,0,103020,0
20120514,12.4,9.5,6.4,5,1.1,116,0,101640,3.6
20120515,14.9,8.7,5,5,2.7,151,0,101620,2.2
20120516,15.5,9,3.1,4,8,238,0,102530,0
20120517,16.2,11.1,6.6,7,0.7,106,0,101670,0
20120518,17.4,12.7,9.2,6,0.7,107,0,100440,0
20120519,11.9,14.4,11.3,8,1.6,130,0,100960,0
20120520,17.5,10.3,8.7,8,0,79,0,101090,0
20120521,25.7,13.4,9.2,5,2.7,154,0,100960,0
20120522,27.2,18.3,10.9,3,11.2,287,0,101490,0
20120523,27,20.7,14.2,1,11.7,294,0,102270,0
20120524,25.9,21.5,16,1,12.3,302,0,102580,0
20120525,25.9,21.1,16.2,0,13.9,323,0,102320,0
20120526,27.6,20.1,14.3,0,14.3,329,0,102010,0
20120527,26.3,20.7,13.8,0,14.1,327,0,101840,0
20120528,23.8,20,13.6,1,11.9,299,0,101780,0
20120529,25.4,19.1,14.4,1,8.9,259,0,101740,0
20120530,20.8,19.1,12.8,3,9.3,265,0,101790,4.2
20120531,21.4,16.8,12.8,5,0.5,105,0,101880,0
20120601,19.5,17.1,12.8,7,1.4,130,0,101910,1
20120602,12.7,16,12.4,7,1.6,136,0,101440,4.8
20120603,14.9,11.8,10.9,8,0,80,0,100720,14
20120604,16.2,11.1,7.3,6,3.1,168,0,101450,0.2
20120605,18.8,11.6,7,6,0.1,88,0,101390,7
20120606,17.8,15.1,11.4,5,5.4,210,0,100240,3.2
20120607,16.3,15.1,12.4,7,0.3,98,0,99760,14.8
20120608,19.5,14.3,12.2,7,1,121,0,99850,0.2
20120609,17.3,15.2,10.8,4,7.7,246,0,100980,0
20120610,13,12.6,7.9,5,1.8,142,0,100820,26.2
20120611,15.4,12.3,11.6,8,0,81,0,100220,10.2
20120612,18.3,12.9,10.3,8,0,81,0,100940,0.2
20120613,18.6,13,7.6,4,7.3,241,0,101650,0
20120614,19.3,13.5,8.3,4,5.4,211,0,101570,5.4
20120615,19.3,15.9,12.4,5,5.3,210,0,100790,1.8
20120616,20.4,15.9,12.4,6,3.9,185,0,100860,0
20120617,19.5,16.1,11.8,5,6.1,223,0,101640,4.2
20120618,20.5,15.3,11,6,4.6,198,0,101720,0
20120619,22.7,15,9.5,4,7.1,238,0,101920,0
20120620,20.4,17.2,11.6,4,7.7,247,0,101630,5.6
20120621,18.7,17.2,13.9,7,1.3,130,0,100570,2.8
20120622,20.2,14.9,11.1,7,0.7,113,0,101070,0.2
20120623,20.9,15.5,10.8,5,5,205,0,101940,8.8
20120624,22.5,16.3,11.6,5,6.5,229,0,101220,0
20120625,22.3,17.2,11.9,4,8.9,264,0,101760,0
20120626,23.4,18.1,13.8,7,4.3,192,0,102000,0
20120627,27.6,20.4,17.4,6,1.6,137,0,101730,0.2
20120628,21.6,22.2,16.7,3,9.4,271,0,100510,0
20120629,21.6,17.6,13.5,5,2.7,161,0,100480,0
20120630,19.3,18.4,15.2,4,8.3,255,0,100810,0
20120701,17.9,15,10.6,4,7.2,238,0,101440,0.8
20120702,19.3,15.2,12.4,7,0,80,0,101520,4.8
20120703,22.2,17,14.7,8,0,80,0,101350,5.8
20120704,22.5,19,15.7,7,1.7,138,0,100940,0
20120705,19,18.1,13.7,7,4.2,188,0,100930,1.2
20120706,19.4,17,15,7,1.3,128,0,100740,8.2
20120707,22,15.7,12,7,1.8,140,0,100700,7
20120708,18.8,18.1,14.1,7,4,184,0,100570,2.6
20120709,18.7,16.6,14.4,8,0,79,0,101110,0.2
20120710,20.2,15.9,13.1,8,1.7,137,0,101080,6.2
20120711,19.3,16,11.8,5,7.8,244,0,101090,5.8
20120712,20.1,14.5,9.6,4,7.2,234,0,101190,9
20120713,16.9,16.6,13,7,3.5,173,0,100180,6
20120714,18.8,15.2,13.5,8,1.2,123,0,100510,3
20120715,18.7,15.6,12.3,6,5.4,205,0,101570,0.2
20120716,23.8,15.8,12.8,8,0,77,0,101980,1.6
20120717,19.2,18.8,13.7,5,4.2,184,0,102230,0
20120718,20.3,16.9,14.5,8,0.4,98,0,101310,1.6
20120719,19,16.7,13.1,6,5.5,204,0,101080,0.2
20120720,20.7,15.7,12.4,6,3.8,175,0,101660,2
20120721,23.3,16.2,11.7,5,7.3,231,0,102390,0
20120722,27.4,18,12.6,2,13.5,311,0,102670,0
20120723,28.9,20,12.6,0,14.4,321,0,102280,0
20120724,30.2,21.8,14.7,0,14.4,320,0,101800,0
20120725,27.4,23.3,16.4,1,11.6,285,0,101660,0
20120726,24.8,21.8,16.2,0,13.5,307,0,101790,0
20120727,21.6,20.5,16.1,6,0.4,95,0,101260,0
20120728,18.9,18.1,14.5,4,7.2,224,0,101080,0
20120729,20.7,15,11,3,7.7,230,0,101180,1.6
20120730,20.8,15.3,9.8,3,10.2,263,0,101530,3.8
20120731,23.6,15.8,10.8,6,0.5,96,0,101440,0.2
20120801,22.8,18.2,12.8,5,2.1,136,0,100920,0.4
20120802,23,18.9,14.9,6,6.6,211,0,101040,0
20120803,21.3,17.9,12.8,2,9.8,253,0,101240,2.2
20120804,21.5,17.8,14.2,5,5.5,193,0,100970,1.8
20120805,22.3,17,12.5,4,6.3,204,0,100710,1.2
20120806,20.3,18.5,14.7,7,4.7,179,0,100950,2.4
20120807,23.7,15.7,11,6,1,107,0,101980,1
20120808,26.3,19.2,14.7,5,4,166,0,102270,0.2
20120809,26.9,19.8,13.2,1,11.2,264,0,102570,0
20120810,24.1,20.9,14.8,2,10.5,254,0,102590,0
20120811,26.9,19.4,14.7,1,10,247,0,102050,0
20120812,23.8,21.1,15.3,3,7.8,217,0,101200,0
20120813,25.1,19.2,14.6,7,0.8,98,0,101100,2.8
20120814,23,21.2,17.3,5,8.7,227,0,101100,0
20120815,22.9,20.5,18,4,1.5,113,0,100620,0.8
20120816,28.5,19.4,15.9,4,3.9,157,0,101410,0
20120817,30.3,23.2,17.9,4,6.7,197,0,101360,0
20120818,30.5,24.4,18.4,1,12.5,266,0,101390,0
20120819,25.5,24,17.4,1,11,248,0,101530,0
20120820,22.2,21.2,16.8,3,5,170,0,101940,0
20120821,23.4,19.1,16,6,1.7,113,0,101760,0.2
20120822,22.4,18.2,12.9,4,6.9,193,0,101740,0
20120823,20.8,17.5,12.6,6,6.2,183,0,101420,0
20120824,22.5,17.3,13.7,8,0.8,90,0,100480,1
20120825,21.5,19,15.4,7,2.8,130,0,100130,16.4
20120826,22.6,17.2,12.9,4,6.7,186,0,101510,0
20120827,24.2,16.9,11.2,5,3.1,133,0,101370,2.2
20120828,21,19.1,13.9,4,9.7,219,0,101300,0
20120829,18.1,17.1,13.2,4,3.3,134,0,101240,3.8
20120830,18.8,15.7,13.3,5,2.5,120,0,101690,0
20120831,22.8,12.4,5.9,3,9.3,209,0,102900,0
20120901,18.8,17.9,13,6,2,105,0,102600,0
20120902,24.7,15.7,12.5,5,0,55,0,102470,0
20120903,25.1,19.5,14.2,2,10.2,206,0,102570,0
20120904,20.7,19.4,13.6,4,6,158,0,102370,0
20120905,21.7,15.9,11.1,1,12.3,223,0,102720,0
20120906,26.4,15,8.3,0,11.1,210,0,102820,0
20120907,27.3,18.5,10.6,0,12.4,220,0,102450,0
20120908,28.3,18.4,9.5,0,11.8,213,0,102040,0
20120909,21.5,19,9.7,1,9.5,189,0,101150,0
20120910,19,18.9,16.3,7,1.8,93,0,101000,0
20120911,19,16.6,14.1,4,6.8,157,0,101270,0
20120912,19.2,13,7,4,3.4,115,0,101480,2
20120913,21,13.1,6.9,2,10.1,188,0,101900,0
20120914,22.9,16.8,12.5,5,5,133,0,101370,0
20120915,18.9,15.6,8.3,1,10.9,191,0,101730,0
20120916,19.5,16,13.1,6,2.5,98,0,101310,0
20120917,18.1,16.3,13.1,6,4.2,119,0,101240,0
20120918,17.8,14.7,11.3,2,8.5,164,0,101390,0
20120919,17.8,12.1,6.3,2,10.3,178,0,102210,0
20120920,16.8,13.3,8.7,4,3.2,103,0,102070,0
20120921,16.8,13.5,10.2,4,0.1,49,0,101550,1
20120922,15,11.5,6.1,1,9.6,167,0,101960,0
20120923,16,11.7,8.4,5,0,43,0,100850,21.8
20120924,17.1,13.2,10.4,6,1.1,69,0,98920,8
20120925,16,13.3,9.5,3,7.6,143,0,98860,1.2
20120926,17.5,12.9,9.7,7,2.3,85,0,99230,2.2
20120927,18.1,14.1,10.7,6,4.3,108,0,100720,0.6
20120928,16.7,13.3,8.5,5,1.6,73,0,101300,0.2
20120929,18.1,12.7,8.6,1,8.7,146,0,101830,0
20120930,17.3,12.1,6.1,5,1.6,71,0,101870,4.2
20121001,17.9,15.2,13,6,2.7,85,0,101190,2.6
20121002,15.1,14.4,10.9,6,2.8,85,0,100970,1.2
20121003,16.4,13.1,11,7,1.6,69,0,100560,4.6
20121004,15.8,11.4,6.4,3,7.5,128,0,100820,6.2
20121005,15.3,13.2,10.5,8,1.1,60,0,100700,17.6
20121006,13.8,11.4,7.5,4,7.9,128,0,101300,0.2
20121007,12.7,9.3,4.7,3,3.2,84,0,101790,0
20121008,14.3,9.9,7,8,0,34,0,101300,2.8
